,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood
2685,3450,1.0,1,662,1,19.0,19,1,1,0,0,1,0,0,1,Midtown West
2686,3600,1.0,1,825,6,6.0,30,0,0,0,0,0,0,0,0,Upper East Side
2687,4040,1.0,2,953,8,21.0,18,1,1,0,0,1,0,0,0,Upper East Side
2688,3895,1.0,1,828,5,16.0,86,0,0,1,1,0,0,0,0,Upper West Side
2689,2500,1.0,1,600,2,1.0,59,0,1,0,1,1,0,0,1,Upper West Side
2690,6600,2.0,2,1207,2,48.0,9,0,1,1,1,1,0,0,1,Midtown West
2691,2275,0.0,1,550,5,3.0,116,0,0,0,0,0,0,0,0,Upper West Side
2692,2400,0.0,1,450,7,3.0,55,0,0,0,0,0,0,0,0,Upper East Side
2693,4500,1.0,1,886,1,7.0,180,0,0,0,0,0,1,0,0,Financial District
2694,3150,1.0,1,500,8,5.0,32,1,1,0,1,1,0,0,1,Midtown East
2695,2995,1.0,1,750,3,3.0,51,0,0,0,1,0,0,0,1,Upper East Side
2696,6050,3.0,2,1200,12,25.0,36,0,0,0,0,0,0,0,0,Upper East Side
2697,5400,2.0,2,2000,9,1.0,104,0,0,0,0,0,0,0,0,Midtown West
2698,6800,2.0,2,1284,4,18.0,47,0,0,0,1,0,0,1,1,Upper West Side
2699,5244,2.0,1,888,0,4.0,4,0,0,0,0,0,0,0,0,East Village
2700,7700,3.0,2,1164,2,17.0,0,1,0,0,0,0,0,0,0,Midtown East
2701,5995,2.0,2,968,2,12.0,28,1,0,0,0,0,0,0,0,Battery Park City
2702,6795,2.0,2,1400,8,21.0,9,0,1,1,1,1,1,0,1,Upper West Side
2703,3190,1.0,1,785,10,2.0,6,0,0,0,0,0,0,0,0,East Village
2704,3800,0.0,1,446,1,4.0,11,0,0,0,0,0,0,0,0,Soho
2705,4302,1.0,1,510,3,14.0,16,1,0,1,0,1,0,0,0,Chelsea
2706,15000,4.0,3,2200,7,26.0,34,0,0,0,0,0,0,0,0,Midtown East
2707,4000,1.0,1,800,2,36.0,9,0,0,0,0,0,0,0,0,Midtown West
2708,2800,2.0,1,700,1,4.0,96,0,0,0,0,0,0,0,0,East Harlem
2709,5190,2.0,2,972,4,11.0,28,1,0,1,1,1,0,1,0,Upper West Side
2710,3250,0.0,1,500,10,4.0,48,0,0,0,0,0,0,0,0,Gramercy Park
2711,3990,1.0,1,684,8,19.0,16,1,0,0,0,0,0,0,0,Midtown East
2712,2950,1.0,1,500,7,11.0,88,0,0,1,0,0,0,1,0,Midtown East
2713,2699,1.0,1,800,13,4.0,106,0,0,0,0,0,0,0,0,East Village
2714,8000,2.0,2,1100,3,36.0,29,0,0,0,0,0,0,0,0,Flatiron
2715,20000,3.0,3,2500,9,83.0,15,0,0,0,1,0,0,0,0,Midtown East
2716,5200,2.0,2,1400,8,10.0,86,0,0,1,1,0,1,0,0,Upper East Side
2717,3450,1.0,1,800,3,7.0,89,0,0,1,1,1,1,0,0,Upper West Side
2718,5995,2.0,1,950,3,4.0,116,1,0,0,0,0,1,0,0,East Village
2719,2700,0.0,1,600,10,10.0,27,0,0,0,0,1,1,0,0,Midtown East
2720,3900,1.0,1,667,6,19.0,8,0,0,0,0,0,0,0,0,Midtown East
2721,12995,2.0,2,1672,4,16.0,7,1,0,0,0,0,0,0,0,Greenwich Village
2722,4995,2.0,2,1050,2,24.0,34,0,0,0,1,1,0,0,1,Financial District
2723,5700,3.0,2,1400,3,9.0,32,0,0,0,0,0,0,0,0,Midtown South
2724,2790,0.0,1,487,4,4.0,47,1,0,0,0,0,0,0,0,Financial District
2725,3200,2.0,1,725,2,5.0,116,0,1,0,1,1,1,0,1,East Village
2726,8975,3.0,3,1600,8,17.0,31,0,0,0,1,0,1,1,0,Upper East Side
2727,6200,1.0,1,958,3,5.0,116,0,0,0,0,0,0,0,0,Chelsea
2728,2700,0.0,1,417,2,19.0,28,0,1,1,1,1,1,0,1,Midtown West
2729,4250,1.0,1,759,3,2.0,11,0,0,0,1,1,0,0,1,Tribeca
2730,2800,0.0,1,570,4,10.0,51,0,0,0,1,1,0,1,0,Upper West Side
2731,2100,0.0,1,550,3,3.0,116,0,0,1,0,0,0,0,0,Central Harlem
2732,3195,3.0,1,1700,7,2.0,96,1,0,0,0,0,0,0,0,Hamilton Heights
2733,6500,2.0,2,1150,6,19.0,11,1,0,0,0,1,0,0,0,Battery Park City
2734,2995,0.0,1,500,6,11.0,58,1,0,0,0,0,0,0,0,Upper West Side
2735,4850,1.0,1,675,2,21.0,42,1,0,0,0,0,0,0,0,Upper West Side
2736,1395,1.0,1,500,5,5.0,111,0,0,0,0,0,0,0,0,Manhattanville
2737,6600,2.0,2,1550,4,12.0,33,1,0,0,0,0,0,0,0,Midtown East
2738,6250,3.0,3,1800,2,2.0,92,0,0,0,0,0,0,0,0,Upper West Side
2739,13750,3.0,3,1683,1,6.0,89,1,0,1,0,0,1,0,0,Upper West Side
2740,2870,0.0,1,585,2,4.0,120,1,0,0,0,0,0,0,0,Financial District
2741,13500,2.0,2,1612,3,39.0,11,0,0,0,0,0,0,0,0,Flatiron
2742,12000,3.0,2,1949,8,32.0,9,0,0,0,1,1,0,0,0,Upper West Side
2743,8000,2.0,2,1100,5,22.0,30,0,0,0,0,0,0,0,0,Midtown East
2744,6000,1.0,1,1200,1,6.0,106,0,1,0,0,1,0,0,1,Soho
2745,7900,2.0,2,1324,8,7.0,1,1,0,0,0,0,0,0,0,Midtown West
2746,4800,2.0,2,1100,6,6.0,59,0,0,0,0,0,0,1,0,Upper East Side
2747,3810,1.0,1,707,4,12.0,28,1,0,0,0,0,0,0,0,Upper West Side
2748,4500,0.0,1,500,6,1.0,116,0,1,1,0,0,1,0,0,Greenwich Village
2749,4500,2.0,1,900,43,14.0,14,1,0,0,0,0,0,0,0,Upper East Side
2750,3125,0.0,1,627,2,18.0,120,1,0,0,0,0,0,0,0,Financial District
2751,2150,0.0,1,500,3,11.0,86,0,0,0,0,0,1,0,0,Financial District
2752,4000,1.0,1,868,2,7.0,58,0,0,0,1,1,1,0,0,Midtown East
2753,2350,0.0,1,400,1,2.0,101,0,1,0,1,1,0,0,1,Upper East Side
2754,2495,0.0,1,450,2,5.0,116,0,0,0,0,0,1,0,0,Chelsea
2755,3410,1.0,1,788,7,11.0,29,1,0,0,0,0,0,0,0,Upper West Side
2756,4665,1.0,1,941,7,14.0,39,1,1,0,1,1,1,0,1,Midtown East
2757,3900,1.0,1,682,15,30.0,43,1,0,0,0,0,0,0,0,Midtown East
2758,5735,2.0,2,1115,4,4.0,28,1,0,0,0,0,0,0,0,Upper West Side
2759,2385,2.0,1,800,9,5.0,106,1,0,0,0,0,0,0,0,Upper East Side
2760,10500,2.0,2,1625,2,6.0,75,1,0,0,0,0,0,0,0,Central Park South
2761,3055,0.0,1,578,4,22.0,47,1,0,0,0,0,0,0,0,Financial District
2762,3000,0.0,1,640,5,46.0,13,0,1,0,1,1,0,0,1,Midtown South
2763,4865,1.0,1,729,2,16.0,13,1,0,0,0,1,1,0,0,Flatiron
2764,4500,1.0,1,1100,1,6.0,180,0,0,0,1,0,0,0,0,Financial District
2765,3000,0.0,1,573,11,9.0,31,0,0,0,1,1,0,0,0,Upper East Side
2766,4395,1.0,1,800,4,6.0,7,1,0,0,0,0,0,0,0,Upper West Side
2767,3400,1.0,1,760,12,7.0,27,0,1,0,1,1,0,0,1,Midtown East
2768,2700,1.0,1,750,1,5.0,9,1,1,0,1,0,0,0,0,East Harlem
2769,4700,1.0,1,708,2,47.0,6,0,0,0,0,0,0,0,0,Financial District
2770,3600,1.0,1,768,2,3.0,26,0,0,1,1,1,0,0,1,Battery Park City
2771,3500,1.0,1,750,7,29.0,49,0,0,0,0,0,1,0,0,Midtown East
2772,3975,1.0,1,741,1,12.0,29,0,0,1,0,0,0,0,0,Upper East Side
2773,3525,1.0,1,633,2,26.0,41,1,0,0,1,1,0,0,1,Upper East Side
2774,1900,1.0,1,650,5,5.0,94,0,0,0,0,0,0,0,0,Washington Heights
2775,6150,3.0,2,1126,10,9.0,29,1,0,0,0,0,0,0,0,Midtown West
2776,4395,2.0,1,1000,4,2.0,76,0,1,0,1,1,0,0,0,East Village
2777,3345,3.0,1,1500,3,2.0,94,1,0,0,0,0,0,0,0,Washington Heights
2778,4695,3.0,1,800,2,10.0,116,0,0,0,0,0,0,0,0,Financial District
2779,3500,1.0,1,707,12,10.0,27,0,0,0,0,0,0,0,0,Midtown East
2780,5995,2.0,2,1500,3,8.0,89,0,0,0,0,0,0,0,0,Midtown East
2781,5400,1.0,1,714,1,6.0,1,0,0,0,0,0,0,0,0,Chelsea
2782,2670,0.0,1,265,9,3.0,0,1,0,0,0,0,0,0,0,Midtown East
2783,5850,1.0,1,1100,2,37.0,30,0,0,0,0,0,0,0,0,Midtown
2784,5800,2.0,1,1031,1,2.0,19,0,0,0,0,0,0,0,0,Midtown West
2785,16500,2.0,2,1766,3,8.0,116,0,0,0,0,0,0,0,0,Flatiron
2786,7115,2.0,2,1413,5,15.0,17,1,0,0,0,0,0,0,0,Upper West Side
2787,11500,3.0,2,2200,4,8.0,96,0,1,0,1,1,1,0,1,Tribeca
2788,2695,0.0,1,375,4,21.0,108,1,0,0,0,0,0,0,0,Financial District
2789,3430,1.0,1,900,6,4.0,53,1,0,0,0,0,0,0,0,Upper West Side
2790,3695,1.0,1,785,3,40.0,11,0,0,0,0,1,0,0,0,Upper East Side
2791,2700,0.0,1,525,11,3.0,12,1,0,0,0,0,0,0,0,Upper East Side
2792,6700,3.0,2,1355,15,13.0,60,0,0,0,0,0,0,0,0,Upper East Side
2793,2910,1.0,1,800,10,23.0,4,1,0,0,1,1,0,0,0,Long Island City
2794,1875,0.0,1,450,3,5.0,116,0,0,0,1,0,0,0,0,Midtown West
2795,2925,0.0,1,580,6,12.0,33,1,0,0,0,0,0,0,0,Battery Park City
2796,9200,2.0,2,1500,2,4.0,106,0,0,1,0,0,1,0,0,Greenwich Village
2797,2600,1.0,1,600,9,2.0,96,0,0,0,0,0,0,0,0,Upper East Side
2798,8150,1.0,1,860,8,10.0,7,0,0,1,1,1,1,0,0,West Village
2799,3365,1.0,1,614,6,3.0,14,1,0,0,0,0,0,0,0,Midtown West
2800,2750,1.0,1,1236,4,1.0,6,0,0,0,0,0,0,0,0,Central Harlem
2801,3250,1.0,1,722,12,7.0,32,0,0,0,1,1,0,0,1,Midtown East
2802,2950,0.0,1,600,4,8.0,85,0,0,0,0,0,0,0,0,Midtown East
2803,4500,1.0,1,850,2,6.0,30,0,0,0,0,0,0,0,0,Upper East Side
2804,4375,1.0,1,693,2,6.0,8,0,1,0,1,1,0,1,1,East Village
2805,6995,2.0,2,1446,3,35.0,11,0,1,0,1,1,1,0,1,Midtown South
2806,3500,1.0,1,700,11,9.0,31,0,0,0,1,1,1,0,0,Upper East Side
2807,2500,0.0,1,550,1,3.0,54,0,0,1,1,0,1,0,0,Midtown East
2808,4995,1.0,1,850,1,4.0,77,0,1,0,1,1,1,0,0,Chelsea
2809,6995,2.0,2,1350,6,4.0,104,0,0,0,0,0,0,0,0,Chelsea
2810,6800,1.0,1,800,2,8.0,121,0,0,0,0,0,0,0,0,West Village
2811,4950,1.0,1,810,2,14.0,30,0,0,0,0,0,0,0,0,Flatiron
2812,3800,2.0,1,700,4,3.0,116,0,0,0,0,0,0,0,0,West Village
2813,4273,1.0,1,723,9,7.0,9,1,0,0,0,0,0,0,0,Midtown West
2814,10000,3.0,3,1770,5,10.0,10,0,0,0,0,0,0,0,0,Upper West Side
2815,2825,0.0,1,505,2,23.0,41,1,0,1,0,0,0,0,0,Upper East Side
2816,2575,1.0,1,600,4,9.0,8,1,0,0,0,0,0,0,0,East Harlem
2817,7865,3.0,2,1421,4,5.0,28,1,0,0,0,0,0,0,0,Upper West Side
2818,3210,0.0,1,576,5,10.0,44,1,0,0,0,0,0,0,0,Midtown East
2819,3150,1.0,1,700,12,12.0,27,0,0,0,0,0,0,0,0,Midtown East
2820,8400,2.0,2,1447,5,7.0,2,0,0,0,0,0,0,0,0,Midtown East
2821,3300,2.0,1,900,1,3.0,86,0,0,0,0,0,0,0,0,Midtown West
2822,5295,2.0,2,1015,8,18.0,29,0,0,0,1,1,0,0,1,Upper East Side
2823,6995,1.0,1,1000,1,6.0,109,0,0,0,0,0,0,0,0,West Village
2824,12000,2.0,2,2300,2,6.0,109,0,0,0,0,0,0,0,0,Chelsea
2825,2600,0.0,1,525,5,2.0,101,0,0,0,0,0,0,0,0,Upper East Side
2826,6200,4.0,2,1500,4,1.0,116,1,0,0,0,0,0,0,0,Upper West Side
2827,3895,0.0,1,474,5,3.0,13,1,0,0,0,0,0,0,0,West Village
2828,2695,1.0,1,750,3,5.0,90,0,0,0,0,0,0,0,0,Upper West Side
2829,2695,0.0,1,440,3,19.0,37,0,0,0,1,1,0,0,1,Midtown
2830,3195,1.0,1,625,4,3.0,30,0,1,0,1,1,1,0,1,Battery Park City
2831,12500,2.0,2,1994,1,1.0,14,0,0,0,1,0,0,0,0,Chelsea
2832,3150,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East
2833,3800,1.0,1,700,10,9.0,9,1,0,1,0,0,1,0,0,Gramercy Park
2834,10400,2.0,2,1260,3,36.0,11,1,0,0,0,0,0,0,0,Flatiron
2835,5454,2.0,2,1200,1,18.0,51,1,0,0,0,0,0,0,0,Midtown West
2836,3400,1.0,1,795,0,26.0,48,1,0,0,1,1,0,0,0,Midtown
2837,3395,1.0,1,775,4,3.0,106,1,0,0,0,0,0,0,0,Upper East Side
2838,3525,1.0,1,642,4,15.0,18,1,0,0,1,1,0,1,1,Upper West Side
2839,2295,1.0,1,585,6,2.0,96,0,0,0,0,0,0,0,0,East Village
2840,2600,0.0,1,513,2,19.0,31,0,0,0,1,1,1,1,1,Upper West Side
2841,4700,2.0,2,1000,4,7.0,30,0,1,0,1,1,1,0,1,Midtown South
2842,3350,1.0,1,667,2,14.0,9,1,0,0,0,0,0,0,0,Midtown West
2843,7350,2.0,2,1090,2,30.0,17,1,0,0,0,0,0,0,0,Flatiron
2844,3100,1.0,1,750,3,3.0,90,0,0,0,0,0,0,0,0,Upper West Side
2845,6840,3.0,2,1285,7,10.0,33,1,0,0,1,0,0,0,1,Battery Park City
2846,7300,2.0,2,1333,43,18.0,8,0,0,0,0,0,0,0,0,Upper West Side
2847,2700,1.0,1,700,6,2.0,101,0,0,0,0,0,0,0,0,Upper East Side
2848,3495,2.0,1,1000,4,1.0,91,0,0,0,0,0,0,0,0,Upper West Side
2849,7800,3.0,2,1425,3,9.0,54,0,1,0,1,1,1,0,1,Upper East Side
2850,2750,0.0,1,500,3,4.0,28,0,0,0,1,1,1,0,0,Midtown East
2851,16900,2.0,2,1599,2,27.0,56,0,0,1,1,1,1,0,1,Upper West Side
2852,5975,2.0,2,1224,1,19.0,19,1,0,0,0,0,0,0,0,Midtown West
2853,6115,2.0,2,1030,7,3.0,5,1,0,0,0,0,0,0,0,Chelsea
2854,6045,1.0,1,747,3,35.0,6,1,0,0,0,0,0,0,0,Chelsea
2855,3020,3.0,2,1774,4,1.0,8,0,0,0,0,0,1,0,0,Washington Heights
2856,2895,0.0,1,495,2,12.0,85,1,0,0,0,0,0,0,0,Financial District
2857,3500,0.0,1,615,2,29.0,38,0,0,0,0,0,0,0,0,Midtown West
2858,10000,2.0,2,1508,1,8.0,89,0,0,0,1,1,1,0,0,Upper East Side
2859,1500,0.0,1,639,3,5.0,106,0,0,0,0,0,0,0,0,East Harlem
2860,6900,1.0,1,980,2,12.0,75,0,0,0,0,0,0,0,0,Central Park South
2861,3800,1.0,1,650,6,20.0,8,0,0,0,0,0,0,1,0,Midtown East
2862,5100,2.0,2,1012,12,12.0,32,0,0,0,0,0,0,0,0,Midtown East
2863,15000,3.0,3,2300,4,5.0,111,0,1,0,1,1,0,0,0,Chelsea
2864,3195,2.0,1,800,8,1.0,115,0,0,0,0,0,0,0,0,Midtown West
2865,12495,3.0,3,1847,4,19.0,7,1,0,0,0,0,0,0,0,Upper West Side
2866,8995,2.0,2,1600,3,9.0,91,0,0,0,0,0,0,0,0,Central Park South
2867,3250,0.0,1,726,1,4.0,76,0,0,1,0,0,1,0,0,Financial District
2868,4360,1.0,1,704,3,8.0,54,1,0,0,0,0,0,0,0,Upper East Side
2869,3095,0.0,1,520,4,6.0,19,1,0,0,0,0,0,0,0,Upper East Side
2870,2995,1.0,1,600,8,1.0,96,0,0,0,1,1,0,0,1,East Village
2871,3650,1.0,1,700,13,16.0,9,1,0,0,0,0,0,0,0,Midtown West
2872,2900,0.0,1,549,7,16.0,16,0,0,0,0,0,0,0,0,Upper West Side
2873,4000,1.0,1,750,3,32.0,31,0,0,0,1,1,0,0,0,Midtown East
2874,4047,1.0,1,659,1,2.0,29,1,0,0,0,0,0,0,0,Chelsea
2875,4200,1.0,1,950,1,2.0,76,0,0,1,1,0,0,0,0,Midtown West
2876,18000,3.0,2,2316,5,7.0,102,1,0,0,0,0,0,0,0,Upper East Side
2877,3595,2.0,2,1068,3,8.0,12,1,0,0,0,0,0,0,0,Central Harlem
2878,14950,3.0,2,2200,3,7.0,1,0,0,0,0,0,0,0,0,Lower East Side
2879,8500,2.0,2,1322,5,9.0,84,0,0,1,0,1,0,0,0,Upper West Side
2880,5000,3.0,2,1200,3,12.0,96,0,0,0,0,0,0,0,0,Midtown South
2881,10905,3.0,2,1400,6,30.0,6,1,0,0,0,0,0,0,0,Upper West Side
2882,3695,1.0,1,520,2,17.0,29,1,1,0,1,1,0,0,0,Upper East Side
2883,4355,1.0,1,821,6,11.0,14,1,0,0,0,0,0,0,0,Upper West Side
2884,14900,2.0,2,1600,2,33.0,56,0,1,1,1,1,1,0,1,Upper West Side
2885,5050,0.0,1,885,3,9.0,52,1,0,0,0,0,0,0,0,Tribeca
2886,3395,1.0,1,700,10,26.0,4,1,0,0,0,1,0,0,0,Long Island City
2887,5500,2.0,1,1200,5,12.0,80,1,0,0,0,0,0,0,0,Midtown East
2888,3088,0.0,1,565,13,15.0,1,1,0,0,0,0,0,0,0,Upper East Side
2889,7500,2.0,2,1287,5,2.0,110,0,1,1,1,1,1,0,1,Flatiron
2890,3775,1.0,1,660,2,16.0,120,1,0,0,0,0,0,0,0,Financial District
2891,4500,1.0,1,1052,7,10.0,16,0,0,0,0,0,0,0,0,Upper West Side
2892,8100,2.0,2,1565,5,26.0,37,1,0,0,0,0,0,0,0,Upper East Side
2893,3276,0.0,1,557,4,8.0,47,1,0,1,1,0,1,0,0,Financial District
2894,2650,0.5,1,600,4,4.0,52,0,0,0,0,0,0,0,0,Midtown West
2895,1995,1.0,1,475,8,5.0,91,0,0,0,0,0,0,0,0,Upper East Side
2896,13250,2.0,2,1576,5,3.0,2,0,0,0,0,0,0,0,0,Chelsea
2897,3225,1.0,1,684,2,4.0,90,1,1,1,1,1,1,0,1,Financial District
2898,6900,1.0,1,1000,1,2.0,109,0,0,0,0,0,0,0,0,West Village
2899,7500,2.0,2,1700,1,3.0,95,0,0,0,0,0,1,0,0,Tribeca
2900,3650,1.0,1,800,5,12.0,30,0,0,1,1,1,0,0,1,Midtown East
2901,13800,2.0,2,1410,43,22.0,8,0,0,0,0,1,1,0,0,Battery Park City
2902,3200,0.0,1,515,0,9.0,87,0,0,0,1,1,0,0,0,Financial District
2903,2630,0.0,1,529,7,10.0,29,1,0,0,0,0,1,0,0,Upper West Side
2904,2245,0.0,1,600,7,11.0,9,0,0,0,0,0,0,0,0,Central Harlem
2905,2450,1.0,1,650,4,4.0,116,0,0,0,0,0,0,0,0,Midtown East
2906,3500,1.0,1,840,2,6.0,13,0,0,0,0,1,1,0,0,Financial District
2907,4300,1.0,1,650,2,10.0,89,1,1,1,1,1,1,0,0,Midtown
2908,2550,1.0,1,550,2,3.0,96,0,0,0,0,0,0,0,0,Greenwich Village
2909,3095,0.0,1,570,4,26.0,15,0,0,0,0,0,0,0,0,Midtown
2910,3600,1.0,1,629,7,24.0,39,1,0,1,1,0,1,0,0,Midtown East
2911,2700,1.0,1,550,4,1.0,106,0,0,0,0,0,0,0,0,Upper West Side
2912,7246,2.0,2,1080,1,8.0,89,1,0,0,0,0,0,0,0,Upper West Side
2913,2400,0.0,1,500,8,3.0,29,0,0,0,1,0,1,1,0,Upper East Side
2914,2250,0.0,1,400,4,3.0,96,1,0,0,1,1,1,0,1,Upper East Side
2915,2800,2.0,1,600,5,3.0,116,0,0,0,0,0,0,0,0,Lower East Side
2916,2390,0.0,1,505,1,6.0,75,0,0,1,0,0,0,0,0,Upper West Side
2917,3300,0.0,1,615,2,21.0,38,0,0,0,1,1,0,0,0,Midtown West
2918,7950,2.0,2,1487,9,35.0,15,1,0,1,0,1,1,0,0,Midtown East
2919,2700,0.0,1,575,6,2.0,53,0,0,1,1,1,1,0,1,Midtown East
2920,7556,3.0,3,1967,16,3.0,65,1,0,1,1,1,0,0,1,Upper East Side
2921,7995,2.0,2,868,3,6.0,115,0,0,0,0,0,0,0,0,Soho
2922,4175,1.0,1,707,2,4.0,13,1,0,0,0,0,0,0,0,Lower East Side
2923,7250,2.0,2,1127,2,25.0,10,0,0,0,0,1,0,0,0,Chelsea
2924,2375,1.0,1,600,9,1.0,59,0,0,0,0,0,0,0,0,Upper East Side
2925,5500,2.0,2,1078,2,14.0,25,1,0,0,1,1,1,0,1,Upper East Side
2926,7550,2.0,2,1510,5,6.0,2,0,0,0,0,0,0,0,0,Tribeca
2927,2850,0.0,1,579,1,22.0,104,1,0,0,0,0,0,0,0,Midtown South
2928,4300,2.0,1,896,1,2.0,75,0,0,0,1,1,0,0,1,Upper West Side
2929,5275,1.0,1,688,3,15.0,11,1,0,0,0,0,0,0,0,Flatiron
2930,1900,0.0,1,300,3,4.0,116,0,0,1,1,1,1,0,0,Upper West Side
2931,3795,1.0,1,862,4,9.0,108,1,0,0,0,0,0,0,0,Financial District
2932,4795,3.0,2,1000,1,7.0,12,0,0,1,0,1,1,0,0,Financial District
2933,5000,1.0,1,836,2,5.0,10,1,0,0,0,0,0,1,0,Chelsea
2934,5758,2.0,2,1079,4,11.0,47,1,0,0,0,0,0,0,0,Financial District
2935,6300,1.0,2,1000,4,36.0,33,0,0,0,1,0,0,0,0,Midtown
2936,2495,0.0,1,500,2,1.0,56,0,0,0,1,1,0,0,0,Greenwich Village
2937,3795,1.0,1,688,0,15.0,87,0,0,0,0,0,0,0,0,Financial District
2938,4995,2.0,2,1779,4,1.0,96,0,0,0,1,1,0,1,0,Financial District
2939,6115,2.0,2,1033,8,20.0,16,1,1,0,1,1,0,0,0,Midtown East
2940,2365,0.0,1,400,2,3.0,91,0,0,0,0,0,0,0,0,East Village
2941,5020,2.0,2,962,10,7.0,16,1,0,0,0,0,0,0,0,Midtown West
2942,5651,2.0,2,1022,4,18.0,47,1,0,0,0,0,0,0,0,Financial District
2943,7700,3.0,3,1400,4,10.0,27,0,1,1,1,1,1,0,0,Upper East Side
2944,3575,1.0,1,591,6,8.0,113,1,0,1,0,1,1,0,0,Upper West Side
2945,4600,2.0,1,1100,9,6.0,81,1,0,1,1,1,0,0,1,Upper East Side
2946,3700,1.0,1,892,16,8.0,65,0,0,0,1,1,0,0,0,Upper East Side
2947,7450,2.0,1,1000,3,3.0,61,0,0,0,0,0,0,0,0,Nolita
2948,4625,1.0,1,750,6,18.0,11,1,0,1,1,0,1,0,1,Battery Park City
2949,4725,1.0,1,715,2,5.0,17,1,0,0,0,0,0,0,0,Flatiron
2950,3162,1.0,1,812,5,5.0,52,1,0,0,0,0,0,0,0,Upper East Side
2951,3000,1.0,1,894,7,11.0,9,0,0,0,0,0,0,1,0,Central Harlem
2952,4720,1.0,1,691,4,4.0,2,1,0,0,0,0,0,0,0,Upper West Side
2953,4700,1.0,1,651,4,32.0,16,1,0,0,0,0,0,0,0,Chelsea
2954,11000,4.0,3,2127,4,14.0,10,0,0,0,0,0,0,0,0,Upper West Side
2955,2500,0.0,1,550,5,11.0,52,1,0,0,0,1,0,0,0,Upper East Side
2956,3495,1.0,1,750,3,6.0,51,0,0,0,0,0,0,0,0,Upper East Side
2957,3990,1.0,1,700,2,15.0,9,1,0,0,0,0,0,0,0,Financial District
2958,4200,1.0,1,650,1,20.0,31,0,0,0,1,0,0,0,0,Flatiron
2959,2000,1.0,1,850,2,5.0,106,1,0,0,0,0,0,0,0,Upper West Side
2960,3600,0.0,1,650,10,8.0,0,1,0,0,0,0,0,0,0,Midtown West
2961,7000,2.0,2,1329,8,26.0,9,0,0,1,0,1,1,1,0,Upper West Side
2962,6000,1.0,1,1100,6,25.0,48,0,1,0,1,1,0,0,1,Midtown East
2963,2850,1.0,1,600,0,12.0,48,0,1,0,1,1,0,0,1,Midtown
2964,7800,2.0,2,1800,2,11.0,75,0,0,0,1,1,0,0,0,Central Park South
2965,10000,3.0,2,1935,1,9.0,29,1,0,0,0,0,0,0,0,Tribeca
2966,4300,1.0,1,832,10,21.0,53,1,0,0,0,0,0,0,0,Upper East Side
2967,15750,4.0,3,2500,3,2.0,116,0,0,0,0,0,0,0,0,Upper West Side
2968,12500,3.0,3,1866,7,43.0,6,0,1,0,1,1,1,0,0,Midtown South
2969,5000,1.0,1,631,2,32.0,11,0,0,0,1,1,1,0,0,Midtown
2970,2100,0.0,1,400,6,3.0,101,0,0,0,0,0,0,0,0,Upper East Side
2971,2900,1.0,1,724,10,21.0,7,0,0,0,0,0,0,0,0,Midtown West
2972,2895,0.0,1,355,9,4.0,0,1,0,0,0,0,0,0,0,Midtown East
2973,3450,1.0,1,828,5,20.0,86,0,0,0,1,1,0,0,1,Upper West Side
2974,9400,3.0,3,2010,4,22.0,31,0,0,0,1,1,0,0,1,Midtown East
2975,1950,1.0,1,600,14,2.0,106,0,0,0,0,0,0,0,0,Upper East Side
2976,2050,1.0,1,400,6,2.0,101,0,0,0,0,0,0,0,0,Chinatown
2977,3500,2.0,2,756,17,3.0,15,0,0,0,0,0,0,0,0,East Village
2978,3100,0.0,1,600,1,22.0,88,0,1,0,0,0,0,0,0,Financial District
2979,7995,2.0,2,1200,2,3.0,124,0,0,0,0,0,0,0,0,West Village
2980,3800,1.0,1,750,5,5.0,87,0,0,0,0,0,0,0,0,Chelsea
2981,4269,2.0,1,1013,2,9.0,48,1,0,0,0,0,0,0,0,Upper West Side
2982,3100,2.0,1,1000,4,5.0,91,0,0,0,0,0,0,0,0,Upper West Side
2983,2850,0.0,1,600,2,5.0,56,0,0,0,0,0,0,0,0,Greenwich Village
2984,4895,2.0,2,1000,1,5.0,24,1,0,0,1,0,0,0,0,Upper East Side
2985,3600,1.0,1,800,4,9.0,85,1,0,1,1,1,0,0,1,Financial District
2986,3100,0.0,1,597,3,5.0,10,1,0,1,1,1,0,0,1,Upper West Side
2987,3300,1.0,1,800,3,3.0,116,0,0,0,0,0,0,0,0,Upper West Side
2988,2900,0.0,1,550,2,7.0,84,0,0,0,0,0,0,0,0,Midtown West
2989,3575,1.0,1,685,9,4.0,15,1,0,0,0,0,0,0,0,Midtown East
2990,3300,1.0,1,753,6,28.0,30,0,0,0,0,0,0,0,0,Upper East Side
2991,2600,0.0,1,620,10,6.0,18,0,0,0,0,0,0,0,0,Upper East Side
2992,6995,3.0,2,1265,1,19.0,4,0,0,0,0,0,0,0,0,Central Harlem
2993,5400,1.0,1,910,3,9.0,52,1,0,0,0,0,0,0,0,Tribeca
2994,8500,3.0,3,1650,6,10.0,36,1,0,0,1,1,1,0,1,Upper East Side
2995,2725,0.0,1,600,3,12.0,51,0,0,1,1,1,0,0,1,Midtown
